lineage,scorpio_call,Date
BF.4,Omicron (BA.5-like),2022-11-05
BF.5.1,Omicron (BA.5-like),2022-11-05
BF.5,Omicron (BA.5-like),2022-11-06
BA.5.2,Omicron (BA.5-like),2022-11-06
BA.5.2.1,Omicron (BA.5-like),2022-11-07
BF.5,Omicron (BA.5-like),2022-11-07
BF.5,Omicron (BA.5-like),2022-11-07
BF.21,Omicron (BA.5-like),2022-11-07
BF.5,Omicron (BA.5-like),2022-11-07
BA.5.2.1,Omicron (BA.5-like),2022-11-08
BA.5.2,Omicron (BA.5-like),2022-11-08
BQ.1.1.70,Omicron (BA.5-like),2022-11-09
BA.5.2.1,Omicron (BA.5-like),2022-11-09
BF.5,Omicron (BA.5-like),2022-11-09
BF.5,Omicron (BA.5-like),2022-11-09
BA.5.2.1,Omicron (BA.5-like),2022-11-09
BA.5.2.1,Omicron (BA.5-like),2022-11-09
BA.5.2,Omicron (BA.5-like),2022-11-11
BA.5.2,Omicron (BA.5-like),2022-11-11
BQ.1.1,Omicron (BA.5-like),2022-11-11
BQ.1.1,Omicron (BA.5-like),2022-11-12
BA.5.2.6,Omicron (BA.5-like),2022-11-13
BA.5.2.55,Omicron (BA.5-like),2022-11-14
BA.5.2.20,Omicron (BA.5-like),2022-11-14
BF.5,Omicron (BA.5-like),2022-11-14
BA.5.2.6,Omicron (BA.5-like),2022-11-15
BQ.1.1,Omicron (BA.5-like),2022-11-15
BF.5,Omicron (BA.5-like),2022-11-15
BN.1.2.2,Omicron (BA.2-like),2022-11-16
BF.5,Omicron (BA.5-like),2022-11-16
BA.5.2,Omicron (BA.5-like),2022-11-16
BN.1.4,Omicron (BA.2-like),2022-11-16
BA.5.2.1,Omicron (BA.5-like),2022-11-16
BA.5.2.1,Omicron (BA.5-like),2022-11-16
BF.7.13.2,Omicron (BA.5-like),2022-11-17
BA.5.2.6,Omicron (BA.5-like),2022-11-17
BF.5,Omicron (BA.5-like),2022-11-17
BA.5.2.1,Omicron (BA.5-like),2022-11-17
BA.5.2,Omicron (BA.5-like),2022-11-17
BA.5.2,Omicron (BA.5-like),2022-11-17
BA.5.2,Omicron (BA.5-like),2022-11-17
BA.5.2.1,Omicron (BA.5-like),2022-11-17
BA.5.2.1,Omicron (BA.5-like),2022-11-18
BL.1,Omicron (BA.2-like),2022-11-18
BF.7,Omicron (BA.5-like),2022-11-18
BF.7,Omicron (BA.5-like),2022-11-18
BA.5.2,Omicron (BA.5-like),2022-11-19
BA.5.2,Omicron (BA.5-like),2022-11-19
BQ.1.1.70,Omicron (BA.5-like),2022-11-20
BF.5,Omicron (BA.5-like),2022-11-21
BA.5.1,Omicron (BA.5-like),2022-11-22
BA.5.1,Omicron (BA.5-like),2022-11-22
BA.5.2.6,Omicron (BA.5-like),2022-11-22
BF.5,Omicron (BA.5-like),2022-11-24
BF.5,Omicron (BA.5-like),2022-11-24
BA.5.2,Omicron (BA.5-like),2022-11-24
BF.5,Omicron (BA.5-like),2022-11-25
BF.5,Omicron (BA.5-like),2022-11-25
BF.2,Omicron (BA.5-like),2022-11-25
BF.7.21,Omicron (BA.5-like),2022-11-25
BF.5,Omicron (BA.5-like),2022-11-26
BF.5,Omicron (BA.5-like),2022-11-26
BQ.1.1.70,Omicron (BA.5-like),2022-11-26
BA.5.2,Omicron (BA.5-like),2022-11-27
BF.11,Omicron (BA.5-like),2022-11-28
BF.5,Omicron (BA.5-like),2022-11-28
BF.2,Omicron (BA.5-like),2022-11-29
BA.5.1,Omicron (BA.5-like),2022-11-29
CH.1.1,Omicron (BA.2-like),2022-11-30
BA.5.1,Omicron (BA.5-like),2022-11-30
BA.5,Omicron (BA.5-like),2022-11-30
BE.4.1,Omicron (BA.5-like),2022-12-01
BF.5,Omicron (BA.5-like),2022-12-01
BF.5,Omicron (BA.5-like),2022-12-01
BN.1.1,Omicron (BA.2-like),2022-12-01
BA.5.2.55,Omicron (BA.5-like),2022-12-02
BA.5.1.27,Omicron (BA.5-like),2022-12-02
BF.7,Omicron (BA.5-like),2022-12-02
BF.5.1,Omicron (BA.5-like),2022-12-05
BN.1.3,Omicron (BA.2-like),2022-12-05
BF.5,Omicron (BA.5-like),2022-12-06
BN.1.2.2,Omicron (BA.2-like),2022-12-06
BA.5.2.6,Omicron (BA.5-like),2022-12-06
BA.5.2.21,Omicron (BA.5-like),2022-12-06
BA.5.2,Omicron (BA.5-like),2022-12-07
BA.5.2.6,Omicron (BA.5-like),2022-12-07
BQ.1.2.3,Omicron (BA.5-like),2022-12-07
BA.5.2.1,Omicron (BA.5-like),2022-12-07
BN.1.5,Omicron (BA.2-like),2022-12-07
BA.5.2.1,Omicron (BA.5-like),2022-12-07
BF.7.15,Omicron (BA.5-like),2022-12-07
BA.5.2.1,Omicron (BA.5-like),2022-12-08
BF.7.15,Omicron (BA.5-like),2022-12-08
BF.5,Omicron (BA.5-like),2022-12-08
BA.5.2.1,Omicron (BA.5-like),2022-12-08
BF.5,Omicron (BA.5-like),2022-12-08
BA.5.2,Omicron (BA.5-like),2022-12-08
BA.5.2.1,Omicron (BA.5-like),2022-12-08
BA.5.2.1,Omicron (BA.5-like),2022-12-08
BF.5,Omicron (BA.5-like),2022-12-09
BQ.1.1.70,Omicron (BA.5-like),2022-12-09
BA.5.2,Omicron (BA.5-like),2022-12-09
BF.5,Omicron (BA.5-like),2022-12-09
BF.5,Omicron (BA.5-like),2022-12-09
BA.5.2.1,Omicron (BA.5-like),2022-12-09
BF.5,Omicron (BA.5-like),2022-12-10
BF.7.4.1,Omicron (BA.5-like),2022-12-10
BA.5.2,Omicron (BA.5-like),2022-12-10
BA.5.2,Omicron (BA.5-like),2022-12-10
BQ.1.1,Omicron (BA.5-like),2022-12-10
BN.1,Omicron (BA.2-like),2022-12-11
BA.5.2,Omicron (BA.5-like),2022-12-11
BA.5.2.1,Omicron (BA.5-like),2022-12-11
BA.5.2.33,Omicron (BA.5-like),2022-12-11
BF.7.4.1,Omicron (BA.5-like),2022-12-11
BF.5,Omicron (BA.5-like),2022-12-12
BE.1.1.1,Omicron (BA.5-like),2022-12-12
BF.37,Omicron (BA.5-like),2022-12-12
BF.5,Omicron (BA.5-like),2022-12-12
BF.7.13.2,Omicron (BA.5-like),2022-12-12
BA.5.2.1,Omicron (BA.5-like),2022-12-12
BA.5.2,Omicron (BA.5-like),2022-12-12
BF.5,Omicron (BA.5-like),2022-12-13
BF.5,Omicron (BA.5-like),2022-12-13
BF.5,Omicron (BA.5-like),2022-12-13
BF.5,Omicron (BA.5-like),2022-12-13
BN.1.3,Omicron (BA.2-like),2022-12-13
BF.7.19.1,Omicron (BA.5-like),2022-12-13
BF.5,Omicron (BA.5-like),2022-12-13
BA.5.2,Omicron (BA.5-like),2022-12-13
BA.5.9,Omicron (BA.5-like),2022-12-13
BF.7.15,Omicron (BA.5-like),2022-12-13
XBC.1,Probable Omicron (Unassigned),2022-12-13
BA.5.2.1,Omicron (BA.5-like),2022-12-13
BF.37,Omicron (BA.5-like),2022-12-13
BF.5,Omicron (BA.5-like),2022-12-13
BF.7.19.1,Omicron (BA.5-like),2022-12-13
BF.21,Omicron (BA.5-like),2022-12-13
BF.5,Omicron (BA.5-like),2022-12-13
BF.13,Omicron (BA.5-like),2022-12-14
BA.5.2.6,Omicron (BA.5-like),2022-12-14
BA.5.2,Omicron (BA.2-like),2022-12-14
BF.5,Omicron (BA.5-like),2022-12-14
BN.1.3,Omicron (BA.2-like),2022-12-14
BF.37,Omicron (BA.5-like),2022-12-14
BA.5.5.1,Omicron (BA.5-like),2022-12-14
BQ.1.1.70,Omicron (BA.5-like),2022-12-14
BA.5.1,Omicron (BA.5-like),2022-12-14
BF.7.15,Omicron (BA.5-like),2022-12-14
BA.5.2.1,Omicron (BA.5-like),2022-12-14
BF.7,Omicron (BA.5-like),2022-12-14
BF.5,Omicron (BA.5-like),2022-12-14
BF.5,Omicron (BA.5-like),2022-12-15
BF.5,Omicron (BA.5-like),2022-12-15
BF.7.15,Omicron (BA.5-like),2022-12-15
BF.11,Omicron (BA.5-like),2022-12-15
BA.5.2,Omicron (BA.5-like),2022-12-15
BQ.1.13,Omicron (BA.5-like),2022-12-15
XBB.1,Omicron (XBB-like),2022-12-16
BF.5,Omicron (BA.5-like),2022-12-17
BF.7.15,Omicron (BA.5-like),2022-12-17
BF.7.19.1,Omicron (BA.5-like),2022-12-19
BF.5.1,Omicron (BA.5-like),2022-12-19
BF.5,Omicron (BA.5-like),2022-12-20
CP.1,Omicron (BA.5-like),2022-12-20
BF.5,Omicron (BA.5-like),2022-12-20
BA.5.2,Omicron (BA.5-like),2022-12-20
CH.1.1.26,Omicron (BA.2-like),2022-12-20
BF.7.4.1,Omicron (BA.5-like),2022-12-20
BF.7.4.1,Omicron (BA.5-like),2022-12-20
BN.1.3.2,Omicron (BA.2-like),2022-12-20
BQ.1.1,Omicron (BA.5-like),2022-12-21
BA.5.9,Omicron (BA.5-like),2022-12-21
BQ.1.1.44,Omicron (BA.5-like),2022-12-21
BF.7.15,Omicron (BA.5-like),2022-12-21
BA.5.2.12,Omicron (BA.5-like),2022-12-21
BQ.1,Omicron (BA.5-like),2022-12-21
CQ.2,Omicron (BA.5-like),2022-12-21
BF.10,Omicron (BA.5-like),2022-12-21
BF.7.19.1,Omicron (BA.5-like),2022-12-22
BA.5.2.1,Omicron (BA.5-like),2022-12-22
BA.5.2.1,Omicron (BA.5-like),2022-12-22
BF.5,Omicron (BA.5-like),2022-12-22
BA.5.2.6,Omicron (BA.5-like),2022-12-22
BF.7.4.1,Omicron (BA.5-like),2022-12-22
BN.1.2,Omicron (BA.2-like),2022-12-22
BF.7.4.1,Omicron (BA.5-like),2022-12-23
BF.5,Omicron (BA.5-like),2022-12-23
BF.5,Omicron (BA.5-like),2022-12-23
BQ.1.1.70,Omicron (BA.5-like),2022-12-23
BF.10,Omicron (BA.5-like),2022-12-23
BN.1.1.1,Omicron (BA.2-like),2022-12-23
BA.5.2.1,Omicron (BA.5-like),2022-12-23
BQ.1.1,Omicron (BA.5-like),2022-12-24
BF.5,Omicron (BA.5-like),2022-12-24
CK.3,Omicron (BA.5-like),2022-12-25
BA.5.2.1,Omicron (BA.5-like),2022-12-25
BA.5.1,Omicron (BA.5-like),2022-12-25
BF.7,Omicron (BA.5-like),2022-12-25
BA.5.2.1,Omicron (BA.5-like),2022-12-25
BF.5,Omicron (BA.5-like),2022-12-26
BF.5,Omicron (BA.5-like),2022-12-26
BA.5.2.6,Omicron (BA.5-like),2022-12-26
BQ.1.1.5,Omicron (BA.5-like),2022-12-26
BA.5.2,Omicron (BA.5-like),2022-12-26
BF.7.4.1,Omicron (BA.5-like),2022-12-26
BN.1.5,Omicron (BA.2-like),2022-12-26
BN.1.5,Omicron (BA.2-like),2022-12-26
BF.7.15,Omicron (BA.5-like),2022-12-26
ED.1,Omicron (BA.5-like),2022-12-26
BF.7.15,Omicron (BA.5-like),2022-12-27
BF.5,Omicron (BA.5-like),2022-12-27
BN.1.2.2,Omicron (BA.2-like),2022-12-27
CM.5,Omicron (BA.2-like),2022-12-27
BN.1.2.2,Omicron (BA.2-like),2022-12-27
BA.5.2.1,Omicron (BA.5-like),2022-12-27
BQ.1.1,Omicron (BA.5-like),2022-12-27
BA.5.2.1,Omicron (BA.5-like),2022-12-28
BF.7.4.1,Omicron (BA.5-like),2022-12-29
BA.5.2,Omicron (BA.5-like),2022-12-29
CH.1.1.26,Omicron (BA.2-like),2022-12-29
BF.14,Omicron (BA.5-like),2022-12-29
BF.5,Omicron (BA.5-like),2022-12-29
BF.7.4.1,Omicron (BA.5-like),2022-12-30
BF.7.15,Omicron (BA.5-like),2022-12-30
BF.7,Omicron (BA.5-like),2022-12-30
BF.7.15,Omicron (BA.5-like),2022-12-30
BA.5.2.12,Omicron (BA.5-like),2022-12-30
BF.2,Omicron (BA.5-like),2022-12-30
BQ.1.1.70,Omicron (BA.5-like),2022-12-31
BR.2.1,Omicron (BA.2-like),2022-12-31
BA.5.2.55,Omicron (BA.5-like),2022-12-31
BF.5,Omicron (BA.5-like),2022-12-31
BA.5.2,Omicron (BA.5-like),2023-01-01
BA.5.2.55,Omicron (BA.5-like),2023-01-04
BQ.1.1,Omicron (BA.5-like),2023-01-04
BA.5.2.1,Omicron (BA.5-like),2023-01-05
BF.7.15,Omicron (BA.5-like),2023-01-05
BQ.1.1,Omicron (BA.5-like),2023-01-05
BF.7.4.1,Omicron (BA.5-like),2023-01-06
BN.1.2,Omicron (BA.2-like),2023-01-06
BF.7.4.1,Omicron (BA.5-like),2023-01-06
BE.1.1,Omicron (BA.5-like),2023-01-06
BF.5,Omicron (BA.5-like),2023-01-06
BQ.1.1,Omicron (BA.5-like),2023-01-06
BF.5,Omicron (BA.5-like),2023-01-06
BA.5.2.1,Omicron (BA.5-like),2023-01-07
CP.8,Omicron (BA.5-like),2023-01-07
BF.11,Omicron (BA.5-like),2023-01-07
BF.7,Omicron (BA.5-like),2023-01-07
BQ.1.1.44,Omicron (BA.5-like),2023-01-07
BA.5.2.6,Omicron (BA.5-like),2023-01-07
BF.5,Omicron (BA.5-like),2023-01-07
BA.5.2.1,Omicron (BA.5-like),2023-01-08
BF.2,Omicron (BA.5-like),2023-01-08
BA.5.1.5,Omicron (BA.5-like),2023-01-08
BF.5,Omicron (BA.5-like),2023-01-09
BF.38,Omicron (BA.5-like),2023-01-10
BF.7,Omicron (BA.5-like),2023-01-10
BA.5.2.1,Omicron (BA.5-like),2023-01-10
BF.5,Omicron (BA.5-like),2023-01-10
BA.5.2.6,Omicron (BA.5-like),2023-01-10
BA.5.2,Omicron (BA.5-like),2023-01-11
BF.5,Omicron (BA.5-like),2023-01-11
BF.7.15,Omicron (BA.5-like),2023-01-11
BA.5.1,Omicron (BA.5-like),2023-01-11
BN.1.2,Omicron (BA.2-like),2023-01-12
BQ.1.1,Omicron (BA.5-like),2023-01-12
BF.7,Omicron (BA.5-like),2023-01-12
BA.5.2.43,Omicron (BA.5-like),2023-01-12
BF.7,Omicron (BA.5-like),2023-01-12
BQ.1.1,Omicron (BA.5-like),2023-01-13
BF.5,Omicron (BA.5-like),2023-01-14
